bead_id,voxels,volume_mm3,r_eq_vox,cz,cy,cx,r_fit_vox,fill,roughness,sphericity,radius_ok,shape_ok,scan
1,65275,0.9915524477562023,24.97771794121987,26.840735350440443,27.511436231328993,25.823423975488318,24.544885908199046,1.0538413084915146,0.026340443794656294,0.9673294402581019,False,False,1
2,57929,0.8799638720194415,24.00319983236116,24.97143054428697,26.191165046867717,26.054963835039445,23.534036122177213,1.0610068190628372,0.027452446470080622,0.9613803913948337,False,False,1
3,54960,0.8348636159123842,23.585913687911987,24.72674672489083,25.932241630276565,25.932987627365357,23.155800174427316,1.056765764930218,0.018784312229218298,0.9815443059318242,True,True,1
4,57850,0.8787638315234976,23.992283506985906,25.36724286949006,27.138496110630943,30.317925669835784,23.53238192444907,1.0597833428529029,0.04553124363190298,0.9465045118248642,False,False,1
5,54083,0.8215416473688041,23.459786472539378,25.400014792078842,25.281992493019988,25.971710149215095,23.03056427279665,1.0569596993041088,0.018980910641795207,0.978768986847817,True,True,1
6,53798,0.8172123873517912,23.418505367117735,25.1982043942154,25.063942897505484,25.33568162385219,22.98933101108724,1.0570572781326708,0.01985658450631796,0.9892165234560634,True,True,1
7,53867,0.818260523987489,23.42851309066442,25.750719364360368,25.139101861993428,26.046986095383073,23.007973794156293,1.0558423016255774,0.01824631467384341,0.9884809114419054,True,True,1
8,53898,0.8187314259542519,23.43300653208456,25.39444877360941,24.92107313814984,26.02636461464247,23.01155645113577,1.055956572319348,0.018820943243719798,0.9931061949510954,True,True,1
9,52989,0.8049233650578844,23.300524906816705,24.523693596784238,24.90920757138274,25.12638472135726,22.878786634010996,1.0563264390447145,0.018309882082816607,0.9915470713751648,True,True,1
10,51509,0.7824415937414665,23.081542914521098,25.949387485682113,24.63449105981479,24.547011201925876,22.624977161365155,1.061769047672294,0.025680521354518735,0.9567691799327875,True,True,1
11,52114,0.7916317772863536,23.171559640804645,25.354223433242506,25.898913919484208,24.660935641094525,22.74787549149571,1.0569228125662,0.01931105032914142,0.9854974794933397,True,True,1
12,50613,0.7688310078634188,22.946924687682447,25.06595143540197,24.522573251931323,24.7663643727896,22.512583794878807,1.0590036179963014,0.020402304434062164,0.9778867008095604,True,True,1
13,49934,0.758516735752711,22.843847339646015,25.364280850722956,24.678796010734168,25.02683542275804,22.42260334850795,1.0574251715960048,0.019535662951499916,0.982811495603512,True,True,1
14,43980,0.6680731773622026,21.89721446314956,25.004979536152796,23.615393360618462,25.617962710322875,21.452292587543866,1.0635195574628107,0.03794738014782384,0.9508169204852107,True,True,1
15,34668,0.5266203027010651,20.22771035262085,21.570728048921197,21.886523595246338,22.533662166839736,19.793470477693354,1.0672700825460986,0.0213798172359168,0.9834329136246789,True,True,1
16,33642,0.5110349666398186,20.026162339382424,22.0068961417276,22.226948457285538,21.768919802627668,19.604790292542283,1.0658757800111047,0.02232036556236468,0.9655301044559087,True,True,1
17,33816,0.5136780938081001,20.060628799542336,22.043618405488527,21.60356044475988,22.778625502720605,19.637956715474353,1.0659693810079471,0.02229771136291501,0.9728529086081967,True,True,1
18,33550,0.5096374511255548,20.007890645725784,21.602295081967213,21.389955290611027,22.43913561847988,19.595003885008936,1.064554385626086,0.022740034877085983,0.9696106660825835,True,True,1
19,32523,0.4940369246782837,19.80161732296684,20.92611382713772,21.584355686744765,22.174553392983427,19.373434292205104,1.0677808985068171,0.02205640287515722,0.9648090729287154,True,True,1
20,33075,0.5024220177638666,19.913017764742776,21.709629629629628,22.320755857898714,22.327921390778535,19.48873368849783,1.0667444214258925,0.0232923900257016,0.9703409875862176,True,True,1
21,32375,0.4917887475466419,19.771535062711507,21.49380694980695,21.208,21.502208494208496,19.33685264962378,1.0689657839073503,0.023821718381840908,0.9609270664448074,True,True,1
22,32224,0.4894949992569263,19.740748391809568,22.22048783515392,21.19950968222443,21.011482125124132,19.281488598544062,1.0731715719931274,0.027264096873092416,0.9509399725901583,True,True,1
23,32141,0.48823419721688394,19.723784939206737,21.407859120749198,21.858031797392737,21.873774929218133,19.30320084280302,1.0667994604617022,0.020775532273350127,0.9876451254363254,True,True,1
24,35299,0.5362054362825919,20.34969624420174,23.03382532083062,23.604663021615345,23.325504971812233,19.971008880430073,1.0579710369189603,0.1929257803185411,0.8344403076850904,True,False,1
25,32585,0.4949787286118093,19.814192228519293,20.813717968390364,21.718459413840723,21.98118766303514,19.39668366070227,1.0659741352374403,0.02323034229661729,0.9671654206716727,True,True,1
26,32769,0.49777375964033693,19.85141764373538,21.785956239128446,22.395831426042907,21.42589032317129,19.416000105032317,1.068797137659745,0.036694371359610574,0.9683550237186406,True,True,1
27,31895,0.4844973622548307,19.673335535663597,20.845743846997962,22.112117886816115,22.114406646809844,19.247170220293565,1.0679067598551613,0.02005365458352366,0.9880624494220085,True,True,1
28,32104,0.4876721529339735,19.716213506483548,21.320551956142538,21.73704211313232,21.785011213555943,19.289235004765654,1.0678875535663803,0.02111446614523691,0.9778192876893174,True,True,1
29,32496,0.4936267842556193,19.796136159006355,21.82585548990645,21.497045790251107,22.2232890201871,19.373924861652686,1.0668134034964885,0.022687421555561377,0.9806312985047426,True,True,1
30,32167,0.4886291472535237,19.72910192987808,22.145615071346413,21.041035844188144,22.16327291945161,19.290703573428658,1.0697387970870242,0.02261181064115478,0.9637615077845985,True,True,1
31,31951,0.48534802387220866,19.684842696035872,21.938906450502333,21.424744139463552,21.901943601139244,19.258983440964226,1.0678143838254066,0.020821804892565448,0.986125787890348,True,True,1
32,32386,0.4919558417929126,19.77377405636524,21.52093497190144,20.5052491817452,22.075495584511827,19.325543885808337,1.0712073069351291,0.025239779313102225,0.9654066958706127,True,True,1
33,31911,0.4847404084312244,19.676624669261322,22.32249067719595,21.76149290213406,21.42515120177995,19.25596299957991,1.0669795024490314,0.020867695981458184,0.9872974996031546,True,True,1
34,32152,0.4884012914631546,19.72603478507244,21.755100771336153,21.95384423986066,21.304366757899974,19.304051638806907,1.0670234694101555,0.021495775331742885,0.9817090631026368,True,True,1
35,32244,0.4897988069774184,19.744831614610796,21.139498821486168,20.567020220816275,22.677955588636646,19.311638488212363,1.0688159705425633,0.022189173237151017,0.9709545198951199,True,True,1
36,31902,0.48460369495700295,19.674774666931004,21.55996489248323,20.780860134160868,21.74597203937057,19.243986317964584,1.0686713905376803,0.0213439017947884,0.9880706630697541,True,True,1
37,32478,0.4933533573071764,19.792480362771983,22.232465053266825,20.99270275263255,21.563735451690373,19.36143137074221,1.0682878397068958,0.022550605103568995,0.9889477290857512,True,True,1
38,32535,0.494219209310579,19.80405242211802,22.438235746119563,22.824527431996312,21.42760104502843,19.35655822214332,1.0709711876768198,0.02817268355019901,0.9469270652056276,True,True,1
39,32022,0.4864265412799557,19.69941281760805,21.626381862469554,21.06098931984261,22.212510149272376,19.28429879383476,1.0659781142579237,0.022480503415088428,0.9820055305408317,True,True,1
40,31625,0.48039595802818685,19.6176647397607,20.79291699604743,21.19705928853755,22.91917786561265,19.186869140459933,1.0688815584588862,0.02136929361592499,0.9775428421427953,True,True,1
41,31741,0.4821580428070413,19.64162123427927,21.26442141079361,21.192180460603005,22.084181342742824,19.214173067970826,1.0682352408601394,0.02216740640904453,0.9803475382725562,True,True,1
